geometry,id,S_US_Inundation_Ar,S_DS_Inundation_Ar,S_Lev_Inundation_Ar,S_Inc_Flood_Scen_Ar,dist_to_S_Levee_Ln,dist_to_S_RM_Dams_Pt,elevation_m,longitude,latitude
POINT (-77.92599999999983 34.19899999999998),1114,False,False,False,False,1000000.0,1000000.0,0,-77.92599999999983,34.19899999999998
POINT (-77.92499999999983 34.19899999999998),1115,False,False,False,False,1000000.0,1000000.0,0,-77.92499999999983,34.19899999999998
POINT (-77.92399999999982 34.19899999999998),1116,False,False,False,False,1000000.0,1000000.0,0,-77.92399999999982,34.19899999999998
POINT (-77.92299999999982 34.19899999999998),1117,False,False,False,False,1000000.0,1000000.0,0,-77.92299999999982,34.19899999999998
POINT (-77.92199999999981 34.19899999999998),1118,False,False,False,False,1000000.0,1000000.0,0,-77.92199999999981,34.19899999999998
POINT (-77.92099999999981 34.19899999999998),1119,False,False,False,False,1000000.0,1000000.0,0,-77.92099999999981,34.19899999999998
POINT (-77.9199999999998 34.19899999999998),1120,False,False,False,False,1000000.0,1000000.0,0,-77.9199999999998,34.19899999999998
POINT (-77.9189999999998 34.19899999999998),1121,False,False,False,False,1000000.0,1000000.0,0,-77.9189999999998,34.19899999999998
POINT (-77.9179999999998 34.19899999999998),1122,False,False,False,False,1000000.0,1000000.0,0,-77.9179999999998,34.19899999999998
POINT (-77.91699999999979 34.19899999999998),1123,False,False,False,False,1000000.0,1000000.0,0,-77.91699999999979,34.19899999999998
POINT (-77.91599999999978 34.19899999999998),1124,False,False,False,False,1000000.0,1000000.0,0,-77.91599999999978,34.19899999999998
POINT (-77.91499999999978 34.19899999999998),1125,False,False,False,False,1000000.0,1000000.0,0,-77.91499999999978,34.19899999999998
POINT (-77.91399999999977 34.19899999999998),1126,False,False,False,False,1000000.0,1000000.0,0,-77.91399999999977,34.19899999999998
POINT (-77.91299999999977 34.19899999999998),1127,False,False,False,False,1000000.0,1000000.0,0,-77.91299999999977,34.19899999999998
POINT (-77.91199999999976 34.19899999999998),1128,False,False,False,False,1000000.0,1000000.0,0,-77.91199999999976,34.19899999999998
POINT (-77.91099999999976 34.19899999999998),1129,False,False,False,False,1000000.0,1000000.0,0,-77.91099999999976,34.19899999999998
POINT (-77.90999999999976 34.19899999999998),1130,False,False,False,False,1000000.0,1000000.0,0,-77.90999999999976,34.19899999999998
POINT (-77.90899999999975 34.19899999999998),1131,False,False,False,False,1000000.0,1000000.0,0,-77.90899999999975,34.19899999999998
POINT (-77.90799999999975 34.19899999999998),1132,False,False,False,False,1000000.0,1000000.0,0,-77.90799999999975,34.19899999999998
POINT (-77.90699999999974 34.19899999999998),1133,False,False,False,False,1000000.0,1000000.0,0,-77.90699999999974,34.19899999999998
POINT (-77.90599999999974 34.19899999999998),1134,False,False,False,False,1000000.0,1000000.0,0,-77.90599999999974,34.19899999999998
POINT (-77.90499999999973 34.19899999999998),1135,False,False,False,False,1000000.0,1000000.0,0,-77.90499999999973,34.19899999999998
POINT (-77.90399999999973 34.19899999999998),1136,False,False,False,False,1000000.0,1000000.0,0,-77.90399999999973,34.19899999999998
POINT (-77.90299999999972 34.19899999999998),1137,False,False,False,False,1000000.0,1000000.0,0,-77.90299999999972,34.19899999999998
POINT (-77.90199999999972 34.19899999999998),1138,False,False,False,False,1000000.0,1000000.0,0,-77.90199999999972,34.19899999999998
POINT (-77.90099999999971 34.19899999999998),1139,False,False,False,False,1000000.0,1000000.0,0,-77.90099999999971,34.19899999999998
POINT (-77.89999999999971 34.19899999999998),1140,False,False,False,False,1000000.0,1000000.0,0,-77.89999999999971,34.19899999999998
POINT (-77.8989999999997 34.19899999999998),1141,False,False,False,False,1000000.0,1000000.0,0,-77.8989999999997,34.19899999999998
POINT (-77.8979999999997 34.19899999999998),1142,False,False,False,False,1000000.0,1000000.0,0,-77.8979999999997,34.19899999999998
POINT (-77.8969999999997 34.19899999999998),1143,False,False,False,False,1000000.0,1000000.0,0,-77.8969999999997,34.19899999999998
POINT (-77.89599999999969 34.19899999999998),1144,False,False,False,False,1000000.0,1000000.0,0,-77.89599999999969,34.19899999999998
POINT (-77.89499999999968 34.19899999999998),1145,False,False,False,False,1000000.0,1000000.0,0,-77.89499999999968,34.19899999999998
POINT (-77.89399999999968 34.19899999999998),1146,False,False,False,False,1000000.0,1000000.0,0,-77.89399999999968,34.19899999999998
POINT (-77.89299999999967 34.19899999999998),1147,False,False,False,False,1000000.0,1000000.0,0,-77.89299999999967,34.19899999999998
POINT (-77.89199999999967 34.19899999999998),1148,False,False,False,False,1000000.0,1000000.0,0,-77.89199999999967,34.19899999999998
POINT (-77.89099999999966 34.19899999999998),1149,False,False,False,False,1000000.0,1000000.0,0,-77.89099999999966,34.19899999999998
POINT (-77.88999999999966 34.19899999999998),1150,False,False,False,False,1000000.0,1000000.0,0,-77.88999999999966,34.19899999999998
POINT (-77.88899999999965 34.19899999999998),1151,False,False,False,False,1000000.0,1000000.0,0,-77.88899999999965,34.19899999999998
POINT (-77.88799999999965 34.19899999999998),1152,False,False,False,False,1000000.0,1000000.0,0,-77.88799999999965,34.19899999999998
POINT (-77.88699999999965 34.19899999999998),1153,False,False,False,False,1000000.0,1000000.0,0,-77.88699999999965,34.19899999999998
POINT (-77.88599999999964 34.19899999999998),1154,False,False,False,False,1000000.0,1000000.0,0,-77.88599999999964,34.19899999999998
POINT (-77.88499999999964 34.19899999999998),1155,False,False,False,False,1000000.0,1000000.0,0,-77.88499999999964,34.19899999999998
POINT (-77.88399999999963 34.19899999999998),1156,False,False,False,False,1000000.0,1000000.0,0,-77.88399999999963,34.19899999999998
POINT (-77.88299999999963 34.19899999999998),1157,False,False,False,False,1000000.0,1000000.0,0,-77.88299999999963,34.19899999999998
POINT (-77.88199999999962 34.19899999999998),1158,False,False,False,False,1000000.0,1000000.0,0,-77.88199999999962,34.19899999999998
POINT (-77.88099999999962 34.19899999999998),1159,False,False,False,False,1000000.0,1000000.0,0,-77.88099999999962,34.19899999999998
POINT (-77.87999999999961 34.19899999999998),1160,False,False,False,False,1000000.0,1000000.0,0,-77.87999999999961,34.19899999999998
POINT (-77.8789999999996 34.19899999999998),1161,False,False,False,False,1000000.0,1000000.0,0,-77.8789999999996,34.19899999999998
POINT (-77.8779999999996 34.19899999999998),1162,False,False,False,False,1000000.0,1000000.0,0,-77.8779999999996,34.19899999999998
POINT (-77.8769999999996 34.19899999999998),1163,False,False,False,False,1000000.0,1000000.0,0,-77.8769999999996,34.19899999999998
POINT (-77.87599999999959 34.19899999999998),1164,False,False,False,False,1000000.0,1000000.0,0,-77.87599999999959,34.19899999999998
POINT (-77.87499999999959 34.19899999999998),1165,False,False,False,False,1000000.0,1000000.0,0,-77.87499999999959,34.19899999999998
POINT (-77.87399999999958 34.19899999999998),1166,False,False,False,False,1000000.0,1000000.0,0,-77.87399999999958,34.19899999999998
POINT (-77.87299999999958 34.19899999999998),1167,False,False,False,False,1000000.0,1000000.0,0,-77.87299999999958,34.19899999999998
POINT (-77.87199999999957 34.19899999999998),1168,False,False,False,True,1000000.0,1000000.0,0,-77.87199999999957,34.19899999999998
POINT (-77.87099999999957 34.19899999999998),1169,False,False,False,False,1000000.0,1000000.0,0,-77.87099999999957,34.19899999999998
POINT (-77.86999999999956 34.19899999999998),1170,False,False,False,False,1000000.0,1000000.0,0,-77.86999999999956,34.19899999999998
POINT (-77.86899999999956 34.19899999999998),1171,False,False,False,False,1000000.0,1000000.0,0,-77.86899999999956,34.19899999999998
POINT (-77.86799999999955 34.19899999999998),1172,False,False,False,False,1000000.0,1000000.0,0,-77.86799999999955,34.19899999999998
POINT (-77.86699999999955 34.19899999999998),1173,False,False,False,True,1000000.0,1000000.0,0,-77.86699999999955,34.19899999999998
POINT (-77.86599999999954 34.19899999999998),1174,False,False,False,False,1000000.0,1000000.0,0,-77.86599999999954,34.19899999999998
POINT (-77.86499999999954 34.19899999999998),1175,False,False,False,True,1000000.0,1000000.0,0,-77.86499999999954,34.19899999999998
POINT (-77.86399999999954 34.19899999999998),1176,False,False,False,False,1000000.0,1000000.0,0,-77.86399999999954,34.19899999999998
POINT (-77.86299999999953 34.19899999999998),1177,False,False,False,False,1000000.0,1000000.0,0,-77.86299999999953,34.19899999999998
POINT (-77.86199999999953 34.19899999999998),1178,False,False,False,True,1000000.0,1000000.0,0,-77.86199999999953,34.19899999999998
POINT (-77.86099999999952 34.19899999999998),1179,False,False,False,True,1000000.0,1000000.0,0,-77.86099999999952,34.19899999999998
POINT (-77.85999999999952 34.19899999999998),1180,False,False,False,False,1000000.0,1000000.0,0,-77.85999999999952,34.19899999999998
POINT (-77.85899999999951 34.19899999999998),1181,False,False,False,False,1000000.0,1000000.0,0,-77.85899999999951,34.19899999999998
POINT (-77.8579999999995 34.19899999999998),1182,False,False,False,True,1000000.0,1000000.0,0,-77.8579999999995,34.19899999999998
POINT (-77.8569999999995 34.19899999999998),1183,False,False,False,False,1000000.0,1000000.0,0,-77.8569999999995,34.19899999999998
POINT (-77.8559999999995 34.19899999999998),1184,False,False,False,False,1000000.0,1000000.0,0,-77.8559999999995,34.19899999999998
POINT (-77.85499999999949 34.19899999999998),1185,False,False,False,False,1000000.0,1000000.0,0,-77.85499999999949,34.19899999999998
POINT (-77.85399999999949 34.19899999999998),1186,False,False,False,False,1000000.0,1000000.0,0,-77.85399999999949,34.19899999999998
POINT (-77.85299999999948 34.19899999999998),1187,False,False,False,False,1000000.0,1000000.0,0,-77.85299999999948,34.19899999999998
POINT (-77.85199999999948 34.19899999999998),1188,False,False,False,False,1000000.0,1000000.0,0,-77.85199999999948,34.19899999999998
POINT (-77.85099999999947 34.19899999999998),1189,False,False,False,False,1000000.0,1000000.0,0,-77.85099999999947,34.19899999999998
POINT (-77.84999999999947 34.19899999999998),1190,False,False,False,False,1000000.0,1000000.0,0,-77.84999999999947,34.19899999999998
POINT (-77.84899999999946 34.19899999999998),1191,False,False,False,False,1000000.0,1000000.0,0,-77.84899999999946,34.19899999999998
POINT (-77.84799999999946 34.19899999999998),1192,False,False,False,False,1000000.0,1000000.0,0,-77.84799999999946,34.19899999999998
POINT (-77.84699999999945 34.19899999999998),1193,False,False,False,False,1000000.0,1000000.0,0,-77.84699999999945,34.19899999999998
POINT (-77.84599999999945 34.19899999999998),1194,False,False,False,False,1000000.0,1000000.0,0,-77.84599999999945,34.19899999999998
POINT (-77.84499999999944 34.19899999999998),1195,False,False,False,False,1000000.0,1000000.0,0,-77.84499999999944,34.19899999999998
POINT (-77.84399999999944 34.19899999999998),1196,False,False,False,False,1000000.0,1000000.0,0,-77.84399999999944,34.19899999999998
POINT (-77.84299999999944 34.19899999999998),1197,False,False,False,False,1000000.0,1000000.0,0,-77.84299999999944,34.19899999999998
POINT (-77.84199999999943 34.19899999999998),1198,False,False,False,False,1000000.0,1000000.0,0,-77.84199999999943,34.19899999999998
POINT (-77.84099999999943 34.19899999999998),1199,False,False,False,False,1000000.0,1000000.0,0,-77.84099999999943,34.19899999999998
POINT (-77.96 34.199999999999974),1200,False,False,False,False,1000000.0,1000000.0,0,-77.96,34.199999999999974
POINT (-77.95899999999999 34.199999999999974),1201,False,False,False,False,1000000.0,1000000.0,0,-77.95899999999999,34.199999999999974
POINT (-77.95799999999998 34.199999999999974),1202,False,False,False,False,1000000.0,1000000.0,0,-77.95799999999998,34.199999999999974
POINT (-77.95699999999998 34.199999999999974),1203,False,False,False,False,1000000.0,1000000.0,0,-77.95699999999998,34.199999999999974
POINT (-77.95599999999997 34.199999999999974),1204,False,False,False,False,1000000.0,1000000.0,0,-77.95599999999997,34.199999999999974
POINT (-77.95499999999997 34.199999999999974),1205,False,False,False,False,1000000.0,1000000.0,0,-77.95499999999997,34.199999999999974
POINT (-77.95399999999997 34.199999999999974),1206,False,False,False,False,1000000.0,1000000.0,0,-77.95399999999997,34.199999999999974
POINT (-77.95299999999996 34.199999999999974),1207,False,False,False,True,1000000.0,1000000.0,0,-77.95299999999996,34.199999999999974
POINT (-77.95199999999996 34.199999999999974),1208,False,False,False,True,1000000.0,1000000.0,0,-77.95199999999996,34.199999999999974
POINT (-77.95099999999995 34.199999999999974),1209,False,False,False,False,1000000.0,1000000.0,0,-77.95099999999995,34.199999999999974
POINT (-77.94999999999995 34.199999999999974),1210,False,False,False,False,1000000.0,1000000.0,0,-77.94999999999995,34.199999999999974
POINT (-77.94899999999994 34.199999999999974),1211,False,False,False,False,1000000.0,1000000.0,0,-77.94899999999994,34.199999999999974
POINT (-77.94799999999994 34.199999999999974),1212,False,False,False,False,1000000.0,1000000.0,0,-77.94799999999994,34.199999999999974
POINT (-77.94699999999993 34.199999999999974),1213,False,False,False,False,1000000.0,1000000.0,0,-77.94699999999993,34.199999999999974
POINT (-77.94599999999993 34.199999999999974),1214,False,False,False,False,1000000.0,1000000.0,0,-77.94599999999993,34.199999999999974
POINT (-77.94499999999992 34.199999999999974),1215,False,False,False,False,1000000.0,1000000.0,0,-77.94499999999992,34.199999999999974
POINT (-77.94399999999992 34.199999999999974),1216,False,False,False,False,1000000.0,1000000.0,0,-77.94399999999992,34.199999999999974
POINT (-77.94299999999991 34.199999999999974),1217,False,False,False,False,1000000.0,1000000.0,0,-77.94299999999991,34.199999999999974
POINT (-77.94199999999991 34.199999999999974),1218,False,False,False,False,1000000.0,1000000.0,0,-77.94199999999991,34.199999999999974
POINT (-77.9409999999999 34.199999999999974),1219,False,False,False,False,1000000.0,1000000.0,0,-77.9409999999999,34.199999999999974
POINT (-77.9399999999999 34.199999999999974),1220,False,False,False,False,1000000.0,1000000.0,0,-77.9399999999999,34.199999999999974
POINT (-77.9389999999999 34.199999999999974),1221,False,False,False,False,1000000.0,1000000.0,0,-77.9389999999999,34.199999999999974
POINT (-77.93799999999989 34.199999999999974),1222,False,False,False,False,1000000.0,1000000.0,0,-77.93799999999989,34.199999999999974
POINT (-77.93699999999988 34.199999999999974),1223,False,False,False,False,1000000.0,1000000.0,0,-77.93699999999988,34.199999999999974
POINT (-77.93599999999988 34.199999999999974),1224,False,False,False,False,1000000.0,1000000.0,0,-77.93599999999988,34.199999999999974
POINT (-77.93499999999987 34.199999999999974),1225,False,False,False,False,1000000.0,1000000.0,0,-77.93499999999987,34.199999999999974
POINT (-77.93399999999987 34.199999999999974),1226,False,False,False,True,1000000.0,1000000.0,0,-77.93399999999987,34.199999999999974
POINT (-77.93299999999986 34.199999999999974),1227,False,False,False,True,1000000.0,1000000.0,0,-77.93299999999986,34.199999999999974
POINT (-77.93199999999986 34.199999999999974),1228,False,False,False,False,1000000.0,1000000.0,0,-77.93199999999986,34.199999999999974
POINT (-77.93099999999986 34.199999999999974),1229,False,False,False,False,1000000.0,1000000.0,0,-77.93099999999986,34.199999999999974
POINT (-77.92999999999985 34.199999999999974),1230,False,False,False,False,1000000.0,1000000.0,0,-77.92999999999985,34.199999999999974
POINT (-77.92899999999985 34.199999999999974),1231,False,False,False,False,1000000.0,1000000.0,0,-77.92899999999985,34.199999999999974
POINT (-77.92799999999984 34.199999999999974),1232,False,False,False,False,1000000.0,1000000.0,0,-77.92799999999984,34.199999999999974
POINT (-77.92699999999984 34.199999999999974),1233,False,False,False,False,1000000.0,1000000.0,0,-77.92699999999984,34.199999999999974
POINT (-77.92599999999983 34.199999999999974),1234,False,False,False,False,1000000.0,1000000.0,0,-77.92599999999983,34.199999999999974
POINT (-77.92499999999983 34.199999999999974),1235,False,False,False,False,1000000.0,1000000.0,0,-77.92499999999983,34.199999999999974
POINT (-77.92399999999982 34.199999999999974),1236,False,False,False,False,1000000.0,1000000.0,0,-77.92399999999982,34.199999999999974
POINT (-77.92299999999982 34.199999999999974),1237,False,False,False,False,1000000.0,1000000.0,0,-77.92299999999982,34.199999999999974
POINT (-77.92199999999981 34.199999999999974),1238,False,False,False,False,1000000.0,1000000.0,0,-77.92199999999981,34.199999999999974
POINT (-77.92099999999981 34.199999999999974),1239,False,False,False,False,1000000.0,1000000.0,0,-77.92099999999981,34.199999999999974
POINT (-77.9199999999998 34.199999999999974),1240,False,False,False,False,1000000.0,1000000.0,0,-77.9199999999998,34.199999999999974
POINT (-77.9189999999998 34.199999999999974),1241,False,False,False,False,1000000.0,1000000.0,0,-77.9189999999998,34.199999999999974
POINT (-77.9179999999998 34.199999999999974),1242,False,False,False,False,1000000.0,1000000.0,0,-77.9179999999998,34.199999999999974
POINT (-77.91699999999979 34.199999999999974),1243,False,False,False,False,1000000.0,1000000.0,0,-77.91699999999979,34.199999999999974
POINT (-77.91599999999978 34.199999999999974),1244,False,False,False,False,1000000.0,1000000.0,0,-77.91599999999978,34.199999999999974
POINT (-77.91499999999978 34.199999999999974),1245,False,False,False,False,1000000.0,1000000.0,0,-77.91499999999978,34.199999999999974
POINT (-77.91399999999977 34.199999999999974),1246,False,False,False,False,1000000.0,1000000.0,0,-77.91399999999977,34.199999999999974
POINT (-77.91299999999977 34.199999999999974),1247,False,False,False,False,1000000.0,1000000.0,0,-77.91299999999977,34.199999999999974
POINT (-77.91199999999976 34.199999999999974),1248,False,False,False,False,1000000.0,1000000.0,0,-77.91199999999976,34.199999999999974
POINT (-77.91099999999976 34.199999999999974),1249,False,False,False,False,1000000.0,1000000.0,0,-77.91099999999976,34.199999999999974
POINT (-77.90999999999976 34.199999999999974),1250,False,False,False,False,1000000.0,1000000.0,0,-77.90999999999976,34.199999999999974
POINT (-77.90899999999975 34.199999999999974),1251,False,False,False,False,1000000.0,1000000.0,0,-77.90899999999975,34.199999999999974
POINT (-77.90799999999975 34.199999999999974),1252,False,False,False,False,1000000.0,1000000.0,0,-77.90799999999975,34.199999999999974
POINT (-77.90699999999974 34.199999999999974),1253,False,False,False,False,1000000.0,1000000.0,0,-77.90699999999974,34.199999999999974
POINT (-77.90599999999974 34.199999999999974),1254,False,False,False,False,1000000.0,1000000.0,0,-77.90599999999974,34.199999999999974
POINT (-77.90499999999973 34.199999999999974),1255,False,False,False,False,1000000.0,1000000.0,0,-77.90499999999973,34.199999999999974
POINT (-77.90399999999973 34.199999999999974),1256,False,False,False,False,1000000.0,1000000.0,0,-77.90399999999973,34.199999999999974
POINT (-77.90299999999972 34.199999999999974),1257,False,False,False,False,1000000.0,1000000.0,0,-77.90299999999972,34.199999999999974
POINT (-77.90199999999972 34.199999999999974),1258,False,False,False,False,1000000.0,1000000.0,0,-77.90199999999972,34.199999999999974
POINT (-77.90099999999971 34.199999999999974),1259,False,False,False,False,1000000.0,1000000.0,0,-77.90099999999971,34.199999999999974
POINT (-77.89999999999971 34.199999999999974),1260,False,False,False,False,1000000.0,1000000.0,0,-77.89999999999971,34.199999999999974
POINT (-77.8989999999997 34.199999999999974),1261,False,False,False,False,1000000.0,1000000.0,0,-77.8989999999997,34.199999999999974
POINT (-77.8979999999997 34.199999999999974),1262,False,False,False,False,1000000.0,1000000.0,0,-77.8979999999997,34.199999999999974
POINT (-77.8969999999997 34.199999999999974),1263,False,False,False,False,1000000.0,1000000.0,0,-77.8969999999997,34.199999999999974
POINT (-77.89599999999969 34.199999999999974),1264,False,False,False,False,1000000.0,1000000.0,0,-77.89599999999969,34.199999999999974
POINT (-77.89499999999968 34.199999999999974),1265,False,False,False,False,1000000.0,1000000.0,0,-77.89499999999968,34.199999999999974
POINT (-77.89399999999968 34.199999999999974),1266,False,False,False,False,1000000.0,1000000.0,0,-77.89399999999968,34.199999999999974
POINT (-77.89299999999967 34.199999999999974),1267,False,False,False,False,1000000.0,1000000.0,0,-77.89299999999967,34.199999999999974
POINT (-77.89199999999967 34.199999999999974),1268,False,False,False,False,1000000.0,1000000.0,0,-77.89199999999967,34.199999999999974
POINT (-77.89099999999966 34.199999999999974),1269,False,False,False,False,1000000.0,1000000.0,0,-77.89099999999966,34.199999999999974
POINT (-77.88999999999966 34.199999999999974),1270,False,False,False,False,1000000.0,1000000.0,0,-77.88999999999966,34.199999999999974
POINT (-77.88899999999965 34.199999999999974),1271,False,False,False,False,1000000.0,1000000.0,0,-77.88899999999965,34.199999999999974
POINT (-77.88799999999965 34.199999999999974),1272,False,False,False,False,1000000.0,1000000.0,0,-77.88799999999965,34.199999999999974
POINT (-77.88699999999965 34.199999999999974),1273,False,False,False,False,1000000.0,1000000.0,0,-77.88699999999965,34.199999999999974
POINT (-77.88599999999964 34.199999999999974),1274,False,False,False,False,1000000.0,1000000.0,0,-77.88599999999964,34.199999999999974
POINT (-77.88499999999964 34.199999999999974),1275,False,False,False,False,1000000.0,1000000.0,0,-77.88499999999964,34.199999999999974
POINT (-77.88399999999963 34.199999999999974),1276,False,False,False,False,1000000.0,1000000.0,0,-77.88399999999963,34.199999999999974
POINT (-77.88299999999963 34.199999999999974),1277,False,False,False,False,1000000.0,1000000.0,0,-77.88299999999963,34.199999999999974
POINT (-77.88199999999962 34.199999999999974),1278,False,False,False,False,1000000.0,1000000.0,0,-77.88199999999962,34.199999999999974
POINT (-77.88099999999962 34.199999999999974),1279,False,False,False,True,1000000.0,1000000.0,0,-77.88099999999962,34.199999999999974
POINT (-77.87999999999961 34.199999999999974),1280,False,False,False,False,1000000.0,1000000.0,0,-77.87999999999961,34.199999999999974
POINT (-77.8789999999996 34.199999999999974),1281,False,False,False,False,1000000.0,1000000.0,0,-77.8789999999996,34.199999999999974
POINT (-77.8779999999996 34.199999999999974),1282,False,False,False,False,1000000.0,1000000.0,0,-77.8779999999996,34.199999999999974
POINT (-77.8769999999996 34.199999999999974),1283,False,False,False,True,1000000.0,1000000.0,0,-77.8769999999996,34.199999999999974
POINT (-77.87599999999959 34.199999999999974),1284,False,False,False,False,1000000.0,1000000.0,0,-77.87599999999959,34.199999999999974
POINT (-77.87499999999959 34.199999999999974),1285,False,False,False,False,1000000.0,1000000.0,0,-77.87499999999959,34.199999999999974
POINT (-77.87399999999958 34.199999999999974),1286,False,False,False,False,1000000.0,1000000.0,0,-77.87399999999958,34.199999999999974
POINT (-77.87299999999958 34.199999999999974),1287,False,False,False,False,1000000.0,1000000.0,0,-77.87299999999958,34.199999999999974
POINT (-77.87199999999957 34.199999999999974),1288,False,False,False,False,1000000.0,1000000.0,0,-77.87199999999957,34.199999999999974
POINT (-77.87099999999957 34.199999999999974),1289,False,False,False,False,1000000.0,1000000.0,0,-77.87099999999957,34.199999999999974
POINT (-77.86999999999956 34.199999999999974),1290,False,False,False,False,1000000.0,1000000.0,0,-77.86999999999956,34.199999999999974
POINT (-77.86899999999956 34.199999999999974),1291,False,False,False,False,1000000.0,1000000.0,0,-77.86899999999956,34.199999999999974
POINT (-77.86799999999955 34.199999999999974),1292,False,False,False,False,1000000.0,1000000.0,0,-77.86799999999955,34.199999999999974
POINT (-77.86699999999955 34.199999999999974),1293,False,False,False,False,1000000.0,1000000.0,0,-77.86699999999955,34.199999999999974
POINT (-77.86599999999954 34.199999999999974),1294,False,False,False,True,1000000.0,1000000.0,0,-77.86599999999954,34.199999999999974
POINT (-77.86499999999954 34.199999999999974),1295,False,False,False,True,1000000.0,1000000.0,0,-77.86499999999954,34.199999999999974
POINT (-77.86399999999954 34.199999999999974),1296,False,False,False,False,1000000.0,1000000.0,0,-77.86399999999954,34.199999999999974
POINT (-77.86299999999953 34.199999999999974),1297,False,False,False,False,1000000.0,1000000.0,0,-77.86299999999953,34.199999999999974
POINT (-77.86199999999953 34.199999999999974),1298,False,False,False,False,1000000.0,1000000.0,0,-77.86199999999953,34.199999999999974
POINT (-77.86099999999952 34.199999999999974),1299,False,False,False,True,1000000.0,1000000.0,0,-77.86099999999952,34.199999999999974
POINT (-77.85999999999952 34.199999999999974),1300,False,False,False,False,1000000.0,1000000.0,0,-77.85999999999952,34.199999999999974
POINT (-77.85899999999951 34.199999999999974),1301,False,False,False,False,1000000.0,1000000.0,0,-77.85899999999951,34.199999999999974
POINT (-77.8579999999995 34.199999999999974),1302,False,False,False,False,1000000.0,1000000.0,0,-77.8579999999995,34.199999999999974
POINT (-77.8569999999995 34.199999999999974),1303,False,False,False,False,1000000.0,1000000.0,0,-77.8569999999995,34.199999999999974
POINT (-77.8559999999995 34.199999999999974),1304,False,False,False,False,1000000.0,1000000.0,0,-77.8559999999995,34.199999999999974
POINT (-77.85499999999949 34.199999999999974),1305,False,False,False,False,1000000.0,1000000.0,0,-77.85499999999949,34.199999999999974
POINT (-77.85399999999949 34.199999999999974),1306,False,False,False,False,1000000.0,1000000.0,0,-77.85399999999949,34.199999999999974
POINT (-77.85299999999948 34.199999999999974),1307,False,False,False,False,1000000.0,1000000.0,0,-77.85299999999948,34.199999999999974
POINT (-77.85199999999948 34.199999999999974),1308,False,False,False,False,1000000.0,1000000.0,0,-77.85199999999948,34.199999999999974
POINT (-77.85099999999947 34.199999999999974),1309,False,False,False,False,1000000.0,1000000.0,0,-77.85099999999947,34.199999999999974
POINT (-77.84999999999947 34.199999999999974),1310,False,False,False,False,1000000.0,1000000.0,0,-77.84999999999947,34.199999999999974
POINT (-77.84899999999946 34.199999999999974),1311,False,False,False,False,1000000.0,1000000.0,0,-77.84899999999946,34.199999999999974
POINT (-77.84799999999946 34.199999999999974),1312,False,False,False,False,1000000.0,1000000.0,0,-77.84799999999946,34.199999999999974
POINT (-77.84699999999945 34.199999999999974),1313,False,False,False,False,1000000.0,1000000.0,0,-77.84699999999945,34.199999999999974
POINT (-77.84599999999945 34.199999999999974),1314,False,False,False,False,1000000.0,1000000.0,0,-77.84599999999945,34.199999999999974
POINT (-77.84499999999944 34.199999999999974),1315,False,False,False,False,1000000.0,1000000.0,0,-77.84499999999944,34.199999999999974
POINT (-77.84399999999944 34.199999999999974),1316,False,False,False,False,1000000.0,1000000.0,0,-77.84399999999944,34.199999999999974
POINT (-77.84299999999944 34.199999999999974),1317,False,False,False,False,1000000.0,1000000.0,0,-77.84299999999944,34.199999999999974
POINT (-77.84199999999943 34.199999999999974),1318,False,False,False,False,1000000.0,1000000.0,0,-77.84199999999943,34.199999999999974
POINT (-77.84099999999943 34.199999999999974),1319,False,False,False,False,1000000.0,1000000.0,0,-77.84099999999943,34.199999999999974
POINT (-77.96 34.20099999999997),1320,False,False,False,False,1000000.0,1000000.0,0,-77.96,34.20099999999997
POINT (-77.95899999999999 34.20099999999997),1321,False,False,False,False,1000000.0,1000000.0,0,-77.95899999999999,34.20099999999997
POINT (-77.95799999999998 34.20099999999997),1322,False,False,False,False,1000000.0,1000000.0,0,-77.95799999999998,34.20099999999997
POINT (-77.95699999999998 34.20099999999997),1323,False,False,False,False,1000000.0,1000000.0,0,-77.95699999999998,34.20099999999997
POINT (-77.95599999999997 34.20099999999997),1324,False,False,False,False,1000000.0,1000000.0,0,-77.95599999999997,34.20099999999997
POINT (-77.95499999999997 34.20099999999997),1325,False,False,False,False,1000000.0,1000000.0,0,-77.95499999999997,34.20099999999997
POINT (-77.95399999999997 34.20099999999997),1326,False,False,False,False,1000000.0,1000000.0,0,-77.95399999999997,34.20099999999997
POINT (-77.95299999999996 34.20099999999997),1327,False,False,False,False,1000000.0,1000000.0,0,-77.95299999999996,34.20099999999997
POINT (-77.95199999999996 34.20099999999997),1328,False,False,False,True,1000000.0,1000000.0,0,-77.95199999999996,34.20099999999997
POINT (-77.95099999999995 34.20099999999997),1329,False,False,False,False,1000000.0,1000000.0,0,-77.95099999999995,34.20099999999997
POINT (-77.94999999999995 34.20099999999997),1330,False,False,False,False,1000000.0,1000000.0,0,-77.94999999999995,34.20099999999997
POINT (-77.94899999999994 34.20099999999997),1331,False,False,False,False,1000000.0,1000000.0,0,-77.94899999999994,34.20099999999997
POINT (-77.94799999999994 34.20099999999997),1332,False,False,False,False,1000000.0,1000000.0,0,-77.94799999999994,34.20099999999997
POINT (-77.94699999999993 34.20099999999997),1333,False,False,False,False,1000000.0,1000000.0,0,-77.94699999999993,34.20099999999997
