geometry,id,S_US_Inundation_Ar,S_DS_Inundation_Ar,S_Lev_Inundation_Ar,S_Inc_Flood_Scen_Ar,dist_to_S_Levee_Ln,dist_to_S_RM_Dams_Pt,elevation_m,longitude,latitude
POINT (-77.8779999999996 34.24599999999987),6802,False,False,False,False,1000000.0,1000000.0,0,-77.8779999999996,34.24599999999987
POINT (-77.8769999999996 34.24599999999987),6803,False,False,False,False,1000000.0,1000000.0,0,-77.8769999999996,34.24599999999987
POINT (-77.87599999999959 34.24599999999987),6804,False,False,False,False,1000000.0,1000000.0,0,-77.87599999999959,34.24599999999987
POINT (-77.87499999999959 34.24599999999987),6805,False,False,False,False,1000000.0,1000000.0,0,-77.87499999999959,34.24599999999987
POINT (-77.87399999999958 34.24599999999987),6806,False,False,False,False,1000000.0,1000000.0,0,-77.87399999999958,34.24599999999987
POINT (-77.87299999999958 34.24599999999987),6807,False,False,False,False,1000000.0,1000000.0,0,-77.87299999999958,34.24599999999987
POINT (-77.87199999999957 34.24599999999987),6808,False,False,False,False,1000000.0,1000000.0,0,-77.87199999999957,34.24599999999987
POINT (-77.87099999999957 34.24599999999987),6809,False,False,False,False,1000000.0,1000000.0,0,-77.87099999999957,34.24599999999987
POINT (-77.86999999999956 34.24599999999987),6810,False,False,False,False,1000000.0,1000000.0,0,-77.86999999999956,34.24599999999987
POINT (-77.86899999999956 34.24599999999987),6811,False,False,False,False,1000000.0,1000000.0,0,-77.86899999999956,34.24599999999987
POINT (-77.86799999999955 34.24599999999987),6812,False,False,False,False,1000000.0,1000000.0,0,-77.86799999999955,34.24599999999987
POINT (-77.86699999999955 34.24599999999987),6813,False,False,False,False,1000000.0,1000000.0,0,-77.86699999999955,34.24599999999987
POINT (-77.86599999999954 34.24599999999987),6814,False,False,False,False,1000000.0,1000000.0,0,-77.86599999999954,34.24599999999987
POINT (-77.86499999999954 34.24599999999987),6815,False,False,False,False,1000000.0,1000000.0,0,-77.86499999999954,34.24599999999987
POINT (-77.86399999999954 34.24599999999987),6816,False,False,False,False,1000000.0,1000000.0,0,-77.86399999999954,34.24599999999987
POINT (-77.86299999999953 34.24599999999987),6817,False,False,False,False,1000000.0,1000000.0,0,-77.86299999999953,34.24599999999987
POINT (-77.86199999999953 34.24599999999987),6818,False,False,False,False,1000000.0,1000000.0,0,-77.86199999999953,34.24599999999987
POINT (-77.86099999999952 34.24599999999987),6819,False,False,False,False,1000000.0,1000000.0,0,-77.86099999999952,34.24599999999987
POINT (-77.85999999999952 34.24599999999987),6820,False,False,False,False,1000000.0,1000000.0,0,-77.85999999999952,34.24599999999987
POINT (-77.85899999999951 34.24599999999987),6821,False,False,False,False,1000000.0,1000000.0,0,-77.85899999999951,34.24599999999987
POINT (-77.8579999999995 34.24599999999987),6822,False,False,False,False,1000000.0,1000000.0,0,-77.8579999999995,34.24599999999987
POINT (-77.8569999999995 34.24599999999987),6823,False,False,False,False,1000000.0,1000000.0,0,-77.8569999999995,34.24599999999987
POINT (-77.8559999999995 34.24599999999987),6824,False,False,False,False,1000000.0,1000000.0,0,-77.8559999999995,34.24599999999987
POINT (-77.85499999999949 34.24599999999987),6825,False,False,False,False,1000000.0,1000000.0,0,-77.85499999999949,34.24599999999987
POINT (-77.85399999999949 34.24599999999987),6826,False,False,False,False,1000000.0,1000000.0,0,-77.85399999999949,34.24599999999987
POINT (-77.85299999999948 34.24599999999987),6827,False,False,False,False,1000000.0,1000000.0,0,-77.85299999999948,34.24599999999987
POINT (-77.85199999999948 34.24599999999987),6828,False,False,False,False,1000000.0,1000000.0,0,-77.85199999999948,34.24599999999987
POINT (-77.85099999999947 34.24599999999987),6829,False,False,False,False,1000000.0,1000000.0,0,-77.85099999999947,34.24599999999987
POINT (-77.84999999999947 34.24599999999987),6830,False,False,False,False,1000000.0,1000000.0,0,-77.84999999999947,34.24599999999987
POINT (-77.84899999999946 34.24599999999987),6831,False,False,False,False,1000000.0,1000000.0,0,-77.84899999999946,34.24599999999987
POINT (-77.84799999999946 34.24599999999987),6832,False,False,False,False,1000000.0,1000000.0,0,-77.84799999999946,34.24599999999987
POINT (-77.84699999999945 34.24599999999987),6833,False,False,False,False,1000000.0,1000000.0,0,-77.84699999999945,34.24599999999987
POINT (-77.84599999999945 34.24599999999987),6834,False,False,False,False,1000000.0,1000000.0,0,-77.84599999999945,34.24599999999987
POINT (-77.84499999999944 34.24599999999987),6835,False,False,False,False,1000000.0,1000000.0,0,-77.84499999999944,34.24599999999987
POINT (-77.84399999999944 34.24599999999987),6836,False,False,False,False,1000000.0,1000000.0,0,-77.84399999999944,34.24599999999987
POINT (-77.84299999999944 34.24599999999987),6837,False,False,False,False,1000000.0,1000000.0,0,-77.84299999999944,34.24599999999987
POINT (-77.84199999999943 34.24599999999987),6838,False,False,False,False,1000000.0,1000000.0,0,-77.84199999999943,34.24599999999987
POINT (-77.84099999999943 34.24599999999987),6839,False,False,False,False,1000000.0,1000000.0,0,-77.84099999999943,34.24599999999987
POINT (-77.96 34.246999999999865),6840,False,False,False,False,1000000.0,1000000.0,0,-77.96,34.246999999999865
POINT (-77.95899999999999 34.246999999999865),6841,False,False,False,False,1000000.0,1000000.0,0,-77.95899999999999,34.246999999999865
POINT (-77.95799999999998 34.246999999999865),6842,False,False,False,False,1000000.0,1000000.0,0,-77.95799999999998,34.246999999999865
POINT (-77.95699999999998 34.246999999999865),6843,False,False,False,False,1000000.0,1000000.0,0,-77.95699999999998,34.246999999999865
POINT (-77.95599999999997 34.246999999999865),6844,False,False,False,False,1000000.0,1000000.0,0,-77.95599999999997,34.246999999999865
POINT (-77.95499999999997 34.246999999999865),6845,False,False,False,False,1000000.0,1000000.0,0,-77.95499999999997,34.246999999999865
POINT (-77.95399999999997 34.246999999999865),6846,False,False,False,False,1000000.0,1000000.0,0,-77.95399999999997,34.246999999999865
POINT (-77.95299999999996 34.246999999999865),6847,False,False,False,False,1000000.0,1000000.0,0,-77.95299999999996,34.246999999999865
POINT (-77.95199999999996 34.246999999999865),6848,False,False,False,False,1000000.0,1000000.0,0,-77.95199999999996,34.246999999999865
POINT (-77.95099999999995 34.246999999999865),6849,False,False,False,False,1000000.0,1000000.0,0,-77.95099999999995,34.246999999999865
POINT (-77.94999999999995 34.246999999999865),6850,False,False,False,False,1000000.0,1000000.0,0,-77.94999999999995,34.246999999999865
POINT (-77.94899999999994 34.246999999999865),6851,False,False,False,False,1000000.0,1000000.0,0,-77.94899999999994,34.246999999999865
POINT (-77.94799999999994 34.246999999999865),6852,False,False,False,False,1000000.0,1000000.0,0,-77.94799999999994,34.246999999999865
POINT (-77.94699999999993 34.246999999999865),6853,False,False,False,False,1000000.0,1000000.0,0,-77.94699999999993,34.246999999999865
POINT (-77.94599999999993 34.246999999999865),6854,False,False,False,False,1000000.0,1000000.0,0,-77.94599999999993,34.246999999999865
POINT (-77.94499999999992 34.246999999999865),6855,False,False,False,False,1000000.0,1000000.0,0,-77.94499999999992,34.246999999999865
POINT (-77.94399999999992 34.246999999999865),6856,False,False,False,False,1000000.0,1000000.0,0,-77.94399999999992,34.246999999999865
POINT (-77.94299999999991 34.246999999999865),6857,False,False,False,False,1000000.0,1000000.0,0,-77.94299999999991,34.246999999999865
POINT (-77.94199999999991 34.246999999999865),6858,False,False,False,False,1000000.0,1000000.0,0,-77.94199999999991,34.246999999999865
POINT (-77.9409999999999 34.246999999999865),6859,False,False,False,False,1000000.0,1000000.0,0,-77.9409999999999,34.246999999999865
POINT (-77.9399999999999 34.246999999999865),6860,False,False,False,False,1000000.0,1000000.0,0,-77.9399999999999,34.246999999999865
POINT (-77.9389999999999 34.246999999999865),6861,False,False,False,False,1000000.0,1000000.0,0,-77.9389999999999,34.246999999999865
POINT (-77.93799999999989 34.246999999999865),6862,False,False,False,False,1000000.0,1000000.0,0,-77.93799999999989,34.246999999999865
POINT (-77.93699999999988 34.246999999999865),6863,False,False,False,False,1000000.0,1000000.0,0,-77.93699999999988,34.246999999999865
POINT (-77.93599999999988 34.246999999999865),6864,False,False,False,False,1000000.0,1000000.0,0,-77.93599999999988,34.246999999999865
POINT (-77.93499999999987 34.246999999999865),6865,False,False,False,False,1000000.0,1000000.0,0,-77.93499999999987,34.246999999999865
POINT (-77.93399999999987 34.246999999999865),6866,False,False,False,False,1000000.0,1000000.0,0,-77.93399999999987,34.246999999999865
POINT (-77.93299999999986 34.246999999999865),6867,False,False,False,False,1000000.0,1000000.0,0,-77.93299999999986,34.246999999999865
POINT (-77.93199999999986 34.246999999999865),6868,False,False,False,False,1000000.0,1000000.0,0,-77.93199999999986,34.246999999999865
POINT (-77.93099999999986 34.246999999999865),6869,False,False,False,False,1000000.0,1000000.0,0,-77.93099999999986,34.246999999999865
POINT (-77.92999999999985 34.246999999999865),6870,False,False,False,False,1000000.0,1000000.0,0,-77.92999999999985,34.246999999999865
POINT (-77.92899999999985 34.246999999999865),6871,False,False,False,False,1000000.0,1000000.0,0,-77.92899999999985,34.246999999999865
POINT (-77.92799999999984 34.246999999999865),6872,False,False,False,False,1000000.0,1000000.0,0,-77.92799999999984,34.246999999999865
POINT (-77.92699999999984 34.246999999999865),6873,False,False,False,False,1000000.0,1000000.0,0,-77.92699999999984,34.246999999999865
POINT (-77.92599999999983 34.246999999999865),6874,False,False,False,False,1000000.0,1000000.0,0,-77.92599999999983,34.246999999999865
POINT (-77.92499999999983 34.246999999999865),6875,False,False,False,False,1000000.0,1000000.0,0,-77.92499999999983,34.246999999999865
POINT (-77.92399999999982 34.246999999999865),6876,False,False,False,False,1000000.0,1000000.0,0,-77.92399999999982,34.246999999999865
POINT (-77.92299999999982 34.246999999999865),6877,False,False,False,False,1000000.0,1000000.0,0,-77.92299999999982,34.246999999999865
POINT (-77.92199999999981 34.246999999999865),6878,False,False,False,False,1000000.0,1000000.0,0,-77.92199999999981,34.246999999999865
POINT (-77.92099999999981 34.246999999999865),6879,False,False,False,False,1000000.0,1000000.0,0,-77.92099999999981,34.246999999999865
POINT (-77.9199999999998 34.246999999999865),6880,False,False,False,False,1000000.0,1000000.0,0,-77.9199999999998,34.246999999999865
POINT (-77.9189999999998 34.246999999999865),6881,False,False,False,False,1000000.0,1000000.0,0,-77.9189999999998,34.246999999999865
POINT (-77.9179999999998 34.246999999999865),6882,False,False,False,False,1000000.0,1000000.0,0,-77.9179999999998,34.246999999999865
POINT (-77.91699999999979 34.246999999999865),6883,False,False,False,False,1000000.0,1000000.0,0,-77.91699999999979,34.246999999999865
POINT (-77.91599999999978 34.246999999999865),6884,False,False,False,False,1000000.0,1000000.0,0,-77.91599999999978,34.246999999999865
POINT (-77.91499999999978 34.246999999999865),6885,False,False,False,False,1000000.0,1000000.0,0,-77.91499999999978,34.246999999999865
POINT (-77.91399999999977 34.246999999999865),6886,False,False,False,False,1000000.0,1000000.0,0,-77.91399999999977,34.246999999999865
POINT (-77.91299999999977 34.246999999999865),6887,False,False,False,False,1000000.0,1000000.0,0,-77.91299999999977,34.246999999999865
POINT (-77.91199999999976 34.246999999999865),6888,False,False,False,False,1000000.0,1000000.0,0,-77.91199999999976,34.246999999999865
POINT (-77.91099999999976 34.246999999999865),6889,False,False,False,False,1000000.0,1000000.0,0,-77.91099999999976,34.246999999999865
POINT (-77.90999999999976 34.246999999999865),6890,False,False,False,False,1000000.0,1000000.0,0,-77.90999999999976,34.246999999999865
POINT (-77.90899999999975 34.246999999999865),6891,False,False,False,False,1000000.0,1000000.0,0,-77.90899999999975,34.246999999999865
POINT (-77.90799999999975 34.246999999999865),6892,False,False,False,False,1000000.0,1000000.0,0,-77.90799999999975,34.246999999999865
POINT (-77.90699999999974 34.246999999999865),6893,False,False,False,False,1000000.0,1000000.0,0,-77.90699999999974,34.246999999999865
POINT (-77.90599999999974 34.246999999999865),6894,False,False,False,False,1000000.0,1000000.0,0,-77.90599999999974,34.246999999999865
POINT (-77.90499999999973 34.246999999999865),6895,False,False,False,False,1000000.0,1000000.0,0,-77.90499999999973,34.246999999999865
POINT (-77.90399999999973 34.246999999999865),6896,False,False,False,False,1000000.0,1000000.0,0,-77.90399999999973,34.246999999999865
POINT (-77.90299999999972 34.246999999999865),6897,False,False,False,False,1000000.0,1000000.0,0,-77.90299999999972,34.246999999999865
POINT (-77.90199999999972 34.246999999999865),6898,False,False,False,False,1000000.0,1000000.0,0,-77.90199999999972,34.246999999999865
POINT (-77.90099999999971 34.246999999999865),6899,False,False,False,False,1000000.0,1000000.0,0,-77.90099999999971,34.246999999999865
POINT (-77.89999999999971 34.246999999999865),6900,False,False,False,False,1000000.0,1000000.0,0,-77.89999999999971,34.246999999999865
POINT (-77.8989999999997 34.246999999999865),6901,False,False,False,False,1000000.0,1000000.0,0,-77.8989999999997,34.246999999999865
POINT (-77.8979999999997 34.246999999999865),6902,False,False,False,False,1000000.0,1000000.0,0,-77.8979999999997,34.246999999999865
POINT (-77.8969999999997 34.246999999999865),6903,False,False,False,False,1000000.0,1000000.0,0,-77.8969999999997,34.246999999999865
POINT (-77.89599999999969 34.246999999999865),6904,False,False,False,False,1000000.0,1000000.0,0,-77.89599999999969,34.246999999999865
POINT (-77.89499999999968 34.246999999999865),6905,False,False,False,False,1000000.0,1000000.0,0,-77.89499999999968,34.246999999999865
POINT (-77.89399999999968 34.246999999999865),6906,False,False,False,False,1000000.0,1000000.0,0,-77.89399999999968,34.246999999999865
POINT (-77.89299999999967 34.246999999999865),6907,False,False,False,False,1000000.0,1000000.0,0,-77.89299999999967,34.246999999999865
POINT (-77.89199999999967 34.246999999999865),6908,False,False,False,False,1000000.0,1000000.0,0,-77.89199999999967,34.246999999999865
POINT (-77.89099999999966 34.246999999999865),6909,False,False,False,False,1000000.0,1000000.0,0,-77.89099999999966,34.246999999999865
POINT (-77.88999999999966 34.246999999999865),6910,False,False,False,False,1000000.0,1000000.0,0,-77.88999999999966,34.246999999999865
POINT (-77.88899999999965 34.246999999999865),6911,False,False,False,False,1000000.0,1000000.0,0,-77.88899999999965,34.246999999999865
POINT (-77.88799999999965 34.246999999999865),6912,False,False,False,False,1000000.0,1000000.0,0,-77.88799999999965,34.246999999999865
POINT (-77.88699999999965 34.246999999999865),6913,False,False,False,False,1000000.0,1000000.0,0,-77.88699999999965,34.246999999999865
POINT (-77.88599999999964 34.246999999999865),6914,False,False,False,False,1000000.0,1000000.0,0,-77.88599999999964,34.246999999999865
POINT (-77.88499999999964 34.246999999999865),6915,False,False,False,False,1000000.0,1000000.0,0,-77.88499999999964,34.246999999999865
POINT (-77.88399999999963 34.246999999999865),6916,False,False,False,False,1000000.0,1000000.0,0,-77.88399999999963,34.246999999999865
POINT (-77.88299999999963 34.246999999999865),6917,False,False,False,False,1000000.0,1000000.0,0,-77.88299999999963,34.246999999999865
POINT (-77.88199999999962 34.246999999999865),6918,False,False,False,False,1000000.0,1000000.0,0,-77.88199999999962,34.246999999999865
POINT (-77.88099999999962 34.246999999999865),6919,False,False,False,False,1000000.0,1000000.0,0,-77.88099999999962,34.246999999999865
POINT (-77.87999999999961 34.246999999999865),6920,False,False,False,False,1000000.0,1000000.0,0,-77.87999999999961,34.246999999999865
POINT (-77.8789999999996 34.246999999999865),6921,False,False,False,False,1000000.0,1000000.0,0,-77.8789999999996,34.246999999999865
POINT (-77.8779999999996 34.246999999999865),6922,False,False,False,False,1000000.0,1000000.0,0,-77.8779999999996,34.246999999999865
POINT (-77.8769999999996 34.246999999999865),6923,False,False,False,False,1000000.0,1000000.0,0,-77.8769999999996,34.246999999999865
POINT (-77.87599999999959 34.246999999999865),6924,False,False,False,False,1000000.0,1000000.0,0,-77.87599999999959,34.246999999999865
POINT (-77.87499999999959 34.246999999999865),6925,False,False,False,False,1000000.0,1000000.0,0,-77.87499999999959,34.246999999999865
POINT (-77.87399999999958 34.246999999999865),6926,False,False,False,False,1000000.0,1000000.0,0,-77.87399999999958,34.246999999999865
POINT (-77.87299999999958 34.246999999999865),6927,False,False,False,False,1000000.0,1000000.0,0,-77.87299999999958,34.246999999999865
POINT (-77.87199999999957 34.246999999999865),6928,False,False,False,False,1000000.0,1000000.0,0,-77.87199999999957,34.246999999999865
POINT (-77.87099999999957 34.246999999999865),6929,False,False,False,False,1000000.0,1000000.0,0,-77.87099999999957,34.246999999999865
POINT (-77.86999999999956 34.246999999999865),6930,False,False,False,False,1000000.0,1000000.0,0,-77.86999999999956,34.246999999999865
POINT (-77.86899999999956 34.246999999999865),6931,False,False,False,False,1000000.0,1000000.0,0,-77.86899999999956,34.246999999999865
POINT (-77.86799999999955 34.246999999999865),6932,False,False,False,False,1000000.0,1000000.0,0,-77.86799999999955,34.246999999999865
POINT (-77.86699999999955 34.246999999999865),6933,False,False,False,False,1000000.0,1000000.0,0,-77.86699999999955,34.246999999999865
POINT (-77.86599999999954 34.246999999999865),6934,False,False,False,False,1000000.0,1000000.0,0,-77.86599999999954,34.246999999999865
POINT (-77.86499999999954 34.246999999999865),6935,False,False,False,False,1000000.0,1000000.0,0,-77.86499999999954,34.246999999999865
POINT (-77.86399999999954 34.246999999999865),6936,False,False,False,False,1000000.0,1000000.0,0,-77.86399999999954,34.246999999999865
POINT (-77.86299999999953 34.246999999999865),6937,False,False,False,False,1000000.0,1000000.0,0,-77.86299999999953,34.246999999999865
POINT (-77.86199999999953 34.246999999999865),6938,False,False,False,False,1000000.0,1000000.0,0,-77.86199999999953,34.246999999999865
POINT (-77.86099999999952 34.246999999999865),6939,False,False,False,False,1000000.0,1000000.0,0,-77.86099999999952,34.246999999999865
POINT (-77.85999999999952 34.246999999999865),6940,False,False,False,False,1000000.0,1000000.0,0,-77.85999999999952,34.246999999999865
POINT (-77.85899999999951 34.246999999999865),6941,False,False,False,False,1000000.0,1000000.0,0,-77.85899999999951,34.246999999999865
POINT (-77.8579999999995 34.246999999999865),6942,False,False,False,False,1000000.0,1000000.0,0,-77.8579999999995,34.246999999999865
POINT (-77.8569999999995 34.246999999999865),6943,False,False,False,False,1000000.0,1000000.0,0,-77.8569999999995,34.246999999999865
POINT (-77.8559999999995 34.246999999999865),6944,False,False,False,False,1000000.0,1000000.0,0,-77.8559999999995,34.246999999999865
POINT (-77.85499999999949 34.246999999999865),6945,False,False,False,False,1000000.0,1000000.0,0,-77.85499999999949,34.246999999999865
POINT (-77.85399999999949 34.246999999999865),6946,False,False,False,False,1000000.0,1000000.0,0,-77.85399999999949,34.246999999999865
POINT (-77.85299999999948 34.246999999999865),6947,False,False,False,False,1000000.0,1000000.0,0,-77.85299999999948,34.246999999999865
POINT (-77.85199999999948 34.246999999999865),6948,False,False,False,False,1000000.0,1000000.0,0,-77.85199999999948,34.246999999999865
POINT (-77.85099999999947 34.246999999999865),6949,False,False,False,False,1000000.0,1000000.0,0,-77.85099999999947,34.246999999999865
POINT (-77.84999999999947 34.246999999999865),6950,False,False,False,False,1000000.0,1000000.0,0,-77.84999999999947,34.246999999999865
POINT (-77.84899999999946 34.246999999999865),6951,False,False,False,False,1000000.0,1000000.0,0,-77.84899999999946,34.246999999999865
POINT (-77.84799999999946 34.246999999999865),6952,False,False,False,False,1000000.0,1000000.0,0,-77.84799999999946,34.246999999999865
POINT (-77.84699999999945 34.246999999999865),6953,False,False,False,False,1000000.0,1000000.0,0,-77.84699999999945,34.246999999999865
POINT (-77.84599999999945 34.246999999999865),6954,False,False,False,False,1000000.0,1000000.0,0,-77.84599999999945,34.246999999999865
POINT (-77.84499999999944 34.246999999999865),6955,False,False,False,False,1000000.0,1000000.0,0,-77.84499999999944,34.246999999999865
POINT (-77.84399999999944 34.246999999999865),6956,False,False,False,False,1000000.0,1000000.0,0,-77.84399999999944,34.246999999999865
POINT (-77.84299999999944 34.246999999999865),6957,False,False,False,False,1000000.0,1000000.0,0,-77.84299999999944,34.246999999999865
POINT (-77.84199999999943 34.246999999999865),6958,False,False,False,False,1000000.0,1000000.0,0,-77.84199999999943,34.246999999999865
POINT (-77.84099999999943 34.246999999999865),6959,False,False,False,False,1000000.0,1000000.0,0,-77.84099999999943,34.246999999999865
POINT (-77.96 34.24799999999986),6960,False,False,False,False,1000000.0,1000000.0,0,-77.96,34.24799999999986
POINT (-77.95899999999999 34.24799999999986),6961,False,False,False,False,1000000.0,1000000.0,0,-77.95899999999999,34.24799999999986
POINT (-77.95799999999998 34.24799999999986),6962,False,False,False,False,1000000.0,1000000.0,0,-77.95799999999998,34.24799999999986
POINT (-77.95699999999998 34.24799999999986),6963,False,False,False,False,1000000.0,1000000.0,0,-77.95699999999998,34.24799999999986
POINT (-77.95599999999997 34.24799999999986),6964,False,False,False,False,1000000.0,1000000.0,0,-77.95599999999997,34.24799999999986
POINT (-77.95499999999997 34.24799999999986),6965,False,False,False,False,1000000.0,1000000.0,0,-77.95499999999997,34.24799999999986
POINT (-77.95399999999997 34.24799999999986),6966,False,False,False,False,1000000.0,1000000.0,0,-77.95399999999997,34.24799999999986
POINT (-77.95299999999996 34.24799999999986),6967,False,False,False,False,1000000.0,1000000.0,0,-77.95299999999996,34.24799999999986
POINT (-77.95199999999996 34.24799999999986),6968,False,False,False,False,1000000.0,1000000.0,0,-77.95199999999996,34.24799999999986
POINT (-77.95099999999995 34.24799999999986),6969,False,False,False,False,1000000.0,1000000.0,0,-77.95099999999995,34.24799999999986
POINT (-77.94999999999995 34.24799999999986),6970,False,False,False,True,1000000.0,1000000.0,0,-77.94999999999995,34.24799999999986
POINT (-77.94899999999994 34.24799999999986),6971,False,False,False,False,1000000.0,1000000.0,0,-77.94899999999994,34.24799999999986
POINT (-77.94799999999994 34.24799999999986),6972,False,False,False,False,1000000.0,1000000.0,0,-77.94799999999994,34.24799999999986
POINT (-77.94699999999993 34.24799999999986),6973,False,False,False,False,1000000.0,1000000.0,0,-77.94699999999993,34.24799999999986
POINT (-77.94599999999993 34.24799999999986),6974,False,False,False,False,1000000.0,1000000.0,0,-77.94599999999993,34.24799999999986
POINT (-77.94499999999992 34.24799999999986),6975,False,False,False,False,1000000.0,1000000.0,0,-77.94499999999992,34.24799999999986
POINT (-77.94399999999992 34.24799999999986),6976,False,False,False,False,1000000.0,1000000.0,0,-77.94399999999992,34.24799999999986
POINT (-77.94299999999991 34.24799999999986),6977,False,False,False,False,1000000.0,1000000.0,0,-77.94299999999991,34.24799999999986
POINT (-77.94199999999991 34.24799999999986),6978,False,False,False,False,1000000.0,1000000.0,0,-77.94199999999991,34.24799999999986
POINT (-77.9409999999999 34.24799999999986),6979,False,False,False,False,1000000.0,1000000.0,0,-77.9409999999999,34.24799999999986
POINT (-77.9399999999999 34.24799999999986),6980,False,False,False,False,1000000.0,1000000.0,0,-77.9399999999999,34.24799999999986
POINT (-77.9389999999999 34.24799999999986),6981,False,False,False,False,1000000.0,1000000.0,0,-77.9389999999999,34.24799999999986
POINT (-77.93799999999989 34.24799999999986),6982,False,False,False,False,1000000.0,1000000.0,0,-77.93799999999989,34.24799999999986
POINT (-77.93699999999988 34.24799999999986),6983,False,False,False,False,1000000.0,1000000.0,0,-77.93699999999988,34.24799999999986
POINT (-77.93599999999988 34.24799999999986),6984,False,False,False,False,1000000.0,1000000.0,0,-77.93599999999988,34.24799999999986
POINT (-77.93499999999987 34.24799999999986),6985,False,False,False,False,1000000.0,1000000.0,0,-77.93499999999987,34.24799999999986
POINT (-77.93399999999987 34.24799999999986),6986,False,False,False,False,1000000.0,1000000.0,0,-77.93399999999987,34.24799999999986
POINT (-77.93299999999986 34.24799999999986),6987,False,False,False,False,1000000.0,1000000.0,0,-77.93299999999986,34.24799999999986
POINT (-77.93199999999986 34.24799999999986),6988,False,False,False,False,1000000.0,1000000.0,0,-77.93199999999986,34.24799999999986
POINT (-77.93099999999986 34.24799999999986),6989,False,False,False,False,1000000.0,1000000.0,0,-77.93099999999986,34.24799999999986
POINT (-77.92999999999985 34.24799999999986),6990,False,False,False,False,1000000.0,1000000.0,0,-77.92999999999985,34.24799999999986
POINT (-77.92899999999985 34.24799999999986),6991,False,False,False,False,1000000.0,1000000.0,0,-77.92899999999985,34.24799999999986
POINT (-77.92799999999984 34.24799999999986),6992,False,False,False,False,1000000.0,1000000.0,0,-77.92799999999984,34.24799999999986
POINT (-77.92699999999984 34.24799999999986),6993,False,False,False,False,1000000.0,1000000.0,0,-77.92699999999984,34.24799999999986
POINT (-77.92599999999983 34.24799999999986),6994,False,False,False,False,1000000.0,1000000.0,0,-77.92599999999983,34.24799999999986
POINT (-77.92499999999983 34.24799999999986),6995,False,False,False,False,1000000.0,1000000.0,0,-77.92499999999983,34.24799999999986
POINT (-77.92399999999982 34.24799999999986),6996,False,False,False,False,1000000.0,1000000.0,0,-77.92399999999982,34.24799999999986
POINT (-77.92299999999982 34.24799999999986),6997,False,False,False,False,1000000.0,1000000.0,0,-77.92299999999982,34.24799999999986
POINT (-77.92199999999981 34.24799999999986),6998,False,False,False,False,1000000.0,1000000.0,0,-77.92199999999981,34.24799999999986
POINT (-77.92099999999981 34.24799999999986),6999,False,False,False,False,1000000.0,1000000.0,0,-77.92099999999981,34.24799999999986
POINT (-77.9199999999998 34.24799999999986),7000,False,False,False,False,1000000.0,1000000.0,0,-77.9199999999998,34.24799999999986
POINT (-77.9189999999998 34.24799999999986),7001,False,False,False,False,1000000.0,1000000.0,0,-77.9189999999998,34.24799999999986
POINT (-77.9179999999998 34.24799999999986),7002,False,False,False,False,1000000.0,1000000.0,0,-77.9179999999998,34.24799999999986
POINT (-77.91699999999979 34.24799999999986),7003,False,False,False,False,1000000.0,1000000.0,0,-77.91699999999979,34.24799999999986
POINT (-77.91599999999978 34.24799999999986),7004,False,False,False,False,1000000.0,1000000.0,0,-77.91599999999978,34.24799999999986
POINT (-77.91499999999978 34.24799999999986),7005,False,False,False,False,1000000.0,1000000.0,0,-77.91499999999978,34.24799999999986
POINT (-77.91399999999977 34.24799999999986),7006,False,False,False,False,1000000.0,1000000.0,0,-77.91399999999977,34.24799999999986
POINT (-77.91299999999977 34.24799999999986),7007,False,False,False,False,1000000.0,1000000.0,0,-77.91299999999977,34.24799999999986
POINT (-77.91199999999976 34.24799999999986),7008,False,False,False,False,1000000.0,1000000.0,0,-77.91199999999976,34.24799999999986
POINT (-77.91099999999976 34.24799999999986),7009,False,False,False,False,1000000.0,1000000.0,0,-77.91099999999976,34.24799999999986
POINT (-77.90999999999976 34.24799999999986),7010,False,False,False,False,1000000.0,1000000.0,0,-77.90999999999976,34.24799999999986
POINT (-77.90899999999975 34.24799999999986),7011,False,False,False,False,1000000.0,1000000.0,0,-77.90899999999975,34.24799999999986
POINT (-77.90799999999975 34.24799999999986),7012,False,False,False,False,1000000.0,1000000.0,0,-77.90799999999975,34.24799999999986
POINT (-77.90699999999974 34.24799999999986),7013,False,False,False,False,1000000.0,1000000.0,0,-77.90699999999974,34.24799999999986
POINT (-77.90599999999974 34.24799999999986),7014,False,False,False,False,1000000.0,1000000.0,0,-77.90599999999974,34.24799999999986
POINT (-77.90499999999973 34.24799999999986),7015,False,False,False,False,1000000.0,1000000.0,0,-77.90499999999973,34.24799999999986
POINT (-77.90399999999973 34.24799999999986),7016,False,False,False,False,1000000.0,1000000.0,0,-77.90399999999973,34.24799999999986
POINT (-77.90299999999972 34.24799999999986),7017,False,False,False,False,1000000.0,1000000.0,0,-77.90299999999972,34.24799999999986
POINT (-77.90199999999972 34.24799999999986),7018,False,False,False,False,1000000.0,1000000.0,0,-77.90199999999972,34.24799999999986
POINT (-77.90099999999971 34.24799999999986),7019,False,False,False,False,1000000.0,1000000.0,0,-77.90099999999971,34.24799999999986
POINT (-77.89999999999971 34.24799999999986),7020,False,False,False,False,1000000.0,1000000.0,0,-77.89999999999971,34.24799999999986
POINT (-77.8989999999997 34.24799999999986),7021,False,False,False,False,1000000.0,1000000.0,0,-77.8989999999997,34.24799999999986
